0,3
1,3
2,6
3,3
4,3
5,3
6,3
7,6
8,6
9,3
10,5
11,6
12,2
13,3
14,3
15,5
16,6
17,6
18,2
19,3
20,3
21,3
22,6
23,3
24,3
25,3
26,3
27,3
28,5
29,6
30,5
31,3
32,6
33,3
34,3
35,3
36,6
37,2
38,6
39,6
40,3
41,2
42,3
43,3
44,3
45,3
46,5
47,5
48,2
49,5
50,3
51,3
52,3
53,3
54,5
55,5
56,6
57,3
58,6
59,6
60,3
61,2
62,6
63,6
64,2
65,6
66,3
67,2
68,5
69,6
70,3
71,5
72,3
73,3
74,6
75,3
76,3
77,6
78,6
79,6
80,6
81,6
82,3
83,3
84,4
85,6
86,6
87,5
88,3
89,6
90,3
91,3
92,6
93,3
94,6
95,5
96,5
97,3
98,3
99,3
100,3
101,3
102,3
103,3
104,3
105,6
106,3
107,6
108,6
109,3
110,1
111,5
112,5
113,6
114,3
115,6
116,5
117,6
118,3
119,3
120,6
121,3
122,3
123,6
124,6
125,6
126,6
127,6
128,5
129,3
130,3
131,6
132,2
133,3
134,3
135,6
136,4
137,3
138,2
139,3
140,3
141,6
142,4
143,1
144,4
145,5
146,6
147,6
148,3
149,3
150,2
151,3
152,3
153,3
154,3
155,6
156,3
157,3
158,3
159,3
160,6
161,5
162,6
163,6
164,2
165,6
166,3
167,3
168,3
169,6
170,6
171,6
172,3
173,6
174,3
175,3
176,3
177,3
178,3
179,3
180,3
181,3
182,5
183,3
184,6
185,3
186,3
187,3
188,2
189,3
190,3
191,6
192,1
193,3
194,6
195,6
196,3
197,2
198,6
199,6
200,6
201,6
202,3
203,3
204,3
205,5
206,3
207,6
208,5
209,3
210,3
211,6
212,3
213,2
214,3
215,3
216,3
217,3
218,6
219,3
220,6
221,3
222,3
223,6
224,5
225,3
226,6
227,6
228,5
229,6
230,6
231,3
232,3
233,3
234,6
235,3
236,5
237,3
238,3
239,3
240,3
241,5
242,6
243,3
244,6
245,6
246,1
247,6
248,5
249,6
250,3
251,3
252,3
253,2
254,6
255,6
256,6
257,5
258,6
259,5
260,3
261,6
262,3
263,3
264,5
265,6
266,2
267,3
268,6
269,3
270,3
271,3
272,3
273,6
274,6
275,5
276,3
277,3
278,6
279,3
280,3
281,5
282,3
283,5
284,2
285,5
286,3
287,6
288,6
289,3
290,6
291,6
292,6
293,5
294,6
295,3
296,6
297,1
298,4
299,5
300,4
301,4
302,3
303,3
304,6
305,3
306,3
307,6
308,6
309,3
310,6
311,3
312,6
313,5
314,6
315,6
316,6
317,3
318,3
319,3
320,6
321,3
322,6
323,6
324,5
325,6
326,6
327,3
328,6
329,3
330,4
331,3
332,2
333,3
334,3
335,3
336,4
337,5
338,6
339,6
340,3
341,6
342,6
343,3
344,3
345,1
346,6
347,3
348,3
349,3
350,3
351,5
352,4
353,3
354,1
355,3
356,4
357,3
358,6
359,6
360,6
361,3
362,2
363,5
364,6
365,3
366,2
367,6
368,6
369,6
370,3
371,4
372,5
373,6
374,6
375,6
376,6
377,6
378,1
379,3
380,5
381,6
382,6
383,3
384,6
385,2
386,5
387,6
388,6
389,3
390,3
391,6
392,5
393,6
394,6
395,5
396,2
397,2
398,6
399,3
400,6
401,6
402,3
403,3
404,3
405,2
406,3
407,3
408,6
409,3
410,3
411,6
412,3
413,3
414,3
415,3
416,3
417,6
418,6
419,3
420,3
421,3
422,6
423,3
424,6
425,3
426,5
427,3
428,5
429,6
430,5
431,2
432,3
433,6
434,6
435,2
436,3
437,6
438,6
439,4
440,3
441,6
442,3
443,5
444,3
445,6
446,3
447,4
448,6
449,3
450,2
451,6
452,3
453,3
454,3
455,6
456,6
457,2
458,6
459,6
460,2
461,3
462,5
463,5
464,6
465,3
466,6
467,6
468,2
469,6
470,3
471,3
472,1
473,3
474,3
475,3
476,5
477,3
478,3
479,6
480,3
481,6
482,3
483,3
484,5
485,6
486,5
487,6
488,3
489,3
490,3
491,6
492,3
493,3
494,3
495,6
496,6
497,6
498,3
499,5
500,3
501,3
502,3
503,3
504,6
505,3
506,3
507,3
508,3
509,5
510,6
511,6
512,6
513,6
514,6
515,3
516,6
517,3
518,5
519,3
520,6
521,1
522,3
523,5
524,3
525,4
526,6
527,6
528,6
529,6
530,1
531,3
532,4
533,6
534,3
535,4
536,4
537,6
538,3
539,6
540,3
541,3
542,3
543,3
544,5
545,1
546,6
547,6
548,1
549,6
550,5
551,6
552,3
553,3
554,5
555,3
556,6
557,3
558,3
559,3
560,3
561,3
562,6
563,6
564,1
565,3
566,3
567,2
568,4
569,3
570,6
571,5
572,3
573,2
574,3
575,2
576,5
577,6
578,3
579,3
580,3
581,3
582,6
583,6
584,3
585,5
586,5
587,6
588,6
589,5
590,2
591,6
592,2
593,6
594,3
595,6
596,3
597,2
598,3
599,1
600,3
601,6
602,3
603,3
604,6
605,5
606,6
607,6
608,3
609,5
610,3
611,3
612,6
613,3
614,1
615,4
616,6
617,6
618,6
619,3
620,5
621,3
622,3
623,6
624,3
625,3
626,3
627,3
628,6
629,6
630,3
631,3
632,3
633,5
634,6
635,4
636,3
637,3
638,3
639,3
640,3
641,4
642,4
643,6
644,2
645,3
646,3
647,3
648,3
649,3
650,6
651,6
652,3
653,3
654,5
655,3
656,6
657,3
658,4
659,6
660,3
661,3
662,1
663,3
664,3
665,6
666,3
667,3
668,6
669,3
670,3
671,3
672,4
673,5
674,6
675,2
676,5
677,3
678,3
679,1
680,3
681,2
682,3
683,5
684,2
685,4
686,5
687,6
688,3
689,4
690,5
691,6
692,3
693,3
694,3
695,5
696,6
697,3
698,3
699,2
700,3
701,3
702,3
703,3
704,3
705,6
706,6
707,3
708,3
709,6
710,1
711,4
712,5
713,6
714,3
715,6
716,3
717,5
718,3
719,4
720,3
721,3
722,6
723,2
724,3
725,3
726,2
727,4
728,3
729,6
730,2
731,3
732,3
733,3
734,3
735,3
736,6
737,3
738,2
739,3
740,3
741,6
742,3
743,3
744,2
745,3
746,6
747,5
748,5
749,6
750,2
751,3
752,5
753,6
754,3
755,3
756,3
757,2
758,4
759,6
760,3
761,6
762,3
763,3
764,3
765,6
766,6
767,2
768,3
769,6
770,3
771,3
772,5
773,2
774,6
775,2
776,3
777,5
778,6
779,3
780,5
781,6
782,4
783,6
784,6
785,6
786,3
787,3
788,3
789,1
790,1
791,3
792,3
793,2
794,3
795,3
796,3
797,6
798,6
799,4
800,3
801,5
802,3
803,3
804,6
805,6
806,3
807,6
808,4
809,3
810,3
811,6
812,3
813,3
814,3
815,5
816,3
817,2
818,6
819,3
820,3
821,6
822,6
823,3
824,6
825,3
826,6
827,2
828,3
829,5
830,6
831,3
832,3
833,3
834,5
835,3
836,3
837,2
838,6
839,3
840,6
841,6
842,3
843,3
844,3
845,3
846,3
847,3
848,6
849,5
850,6
851,6
852,3
853,2
854,6
855,2
856,6
857,5
858,6
859,6
860,6
861,6
862,4
863,3
864,2
865,2
866,3
867,3
868,3
869,6
870,6
871,6
872,3
873,2
874,6
875,6
876,5
877,3
878,5
879,5
880,5
881,3
882,3
